nombre,categoria,subcategoria,descripcion,fuente,evidencia,imagenes,instagram,twitter,facebook,tiktok,youtube,estado
Federico Gutiérrez (Fico),lideres,Nacionales,Alcalde de Medellín y líder de Creemos (que respaldó la candidatura). Felicitó el triunfo del candidato: 'en esta tierra no pega el comunismo'.,https://www.semana.com/nacion/medellin/articulo/fico-gutierrez-y-andres-julian-rendon-felicitan-a-de-la-espriella-por-su-triunfo-virtual-en-esta-tierra-no-pega-el-comunismo/202634/,Copia archivada (Wayback)::https://web.archive.org/web/20260624181043/https://www.semana.com/nacion/medellin/articulo/fico-gutierrez-y-andres-julian-rendon-felicitan-a-de-la-espriella-por-su-triunfo-virtual-en-esta-tierra-no-pega-el-comunismo/202634/,,ficogutierrez,FicoGutierrez,FicoGutierrez,ficogutierrez,FicoGutierrez
Álvaro Uribe,lideres,Nacionales,Expresidente y líder del Centro Democrático. Pidió votar por el candidato: 'votaremos por él y pedimos que se vote por él'.,https://www.eltiempo.com/politica/elecciones-colombia-2026/alvaro-uribe-velez-se-pronuncia-sobre-los-resultados-de-la-primera-vuelta-y-anuncia-respaldo-a-abelardo-de-la-espriella-hemos-perdido-3560927,,,alvarouribevelez,AlvaroUribeVel,AlvaroUribeVel,,AlvaroUribeVelezPrensa
Paloma Valencia,lideres,Nacionales,"Senadora del Centro Democrático. Tras quedar tercera, respaldó la candidatura: 'Anuncio mi apoyo a Abelardo e invito a que derrotemos a Cepeda'.",https://www.elcolombiano.com/colombia/paloma-valencia-apoyo-abelardo-de-la-espriella-segunda-vuelta-junio-2026-ON37188701,Copia archivada (Wayback)::https://web.archive.org/web/20260602092853/https://www.elcolombiano.com/colombia/paloma-valencia-apoyo-abelardo-de-la-espriella-segunda-vuelta-junio-2026-ON37188701,,palomasenadora,PalomaValenciaL,palomavalencial,palomavalencial,
Iván Duque,lideres,Nacionales,Expresidente. Respaldó la candidatura para la segunda vuelta ('Una Colombia mejor') y publicó una columna oficializando su apoyo.,https://www.eltiempo.com/politica/elecciones-colombia-2026/resultados-presidenciales-2026-primera-vuelta/el-expresidente-de-colombia-ivan-duque-apoyara-al-candidato-presidencial-abelardo-de-la-espriella-para-la-segunda-vuelta-presidencial-3560958,,,ivanduquemarquez,IvanDuque,ivanduquemarquez,,@IvánDuque-Oficial
Vicky Dávila,lideres,Nacionales,"Periodista, directora de Semana y excandidata presidencial. Tras la primera vuelta respaldó la candidatura frente a Cepeda y celebró el triunfo ('Colombia se salva').",https://www.pulzo.com/elecciones-colombia-2026/vicky-davila-celebro-victoria-espriella-apunto-contra-cepeda-PP5200533,Respaldo a Abelardo frente a Cepeda (Infobae)::https://www.infobae.com/colombia/2026/02/20/vicky-davila-expreso-apoyo-a-abelardo-de-la-espriella-si-se-enfrenta-a-ivan-cepeda-en-presidenciales-es-la-mayor-amenaza/,,vickydavilah,VickyDavilaH,vickydavilah,vickydavilaperiodista,
Partido Conservador,partidos,Nacionales,Partido político. Respaldó la candidatura para la segunda vuelta.,https://www.elespectador.com/politica/elecciones-colombia-2026/estos-son-los-respaldos-y-alianzas-que-tienen-abelardo-de-la-espriella-e-ivan-cepeda-para-segunda-vuelta-noticias-hoy/,,,partidoconservadorcolombiano,soyconservador,SoyConservador,partidoconservador,soyconservador
Partido de la U,partidos,Nacionales,Partido de la Unión por la Gente ('la U'). Respaldó la candidatura para la segunda vuelta.,https://www.elespectador.com/politica/elecciones-colombia-2026/estos-son-los-respaldos-y-alianzas-que-tienen-abelardo-de-la-espriella-e-ivan-cepeda-para-segunda-vuelta-noticias-hoy/,,,partidodelaucol,partidodelaucol,PartidoDeLaUCol,,ELPARTIDODELAU
Analtraseg,sindicatos,Seguridad,"Sindicato de trabajadores de seguridad (escoltas de la UNP). Su director, Giovanni Gallo, manifestó su respaldo a la candidatura.",https://www.infobae.com/colombia/2026/06/11/sindicato-de-la-unp-anuncio-su-apoyo-a-abelardo-de-la-espriella-en-la-segunda-vuelta-presidencial/,Copia archivada (Wayback)::https://web.archive.org/web/20260618170845/https://www.infobae.com/colombia/2026/06/11/sindicato-de-la-unp-anuncio-su-apoyo-a-abelardo-de-la-espriella-en-la-segunda-vuelta-presidencial/,,,analtraseg,,,
Sintrainagro,sindicatos,Agroindustria,Sindicato de trabajadores agroindustriales (zona bananera de Urabá). Ratificó su respaldo a la candidatura.,https://www.facebook.com/noticiaselboom/videos/2023560305701577/,,,sintrainagro_nal,SintrainagroNal,sintrainagronacional,,
Bernie Moreno,lideres,Internacionales,Senador republicano de EE. UU. (de origen colombiano). Felicitó al candidato y fue observador electoral: 'la belleza de la democracia se mostró plenamente'.,https://www.infobae.com/colombia/2026/06/01/de-la-espriella-recibio-apoyo-de-lideres-internacionales-de-derecha-tras-su-triunfo-en-primera-vuelta-la-libertad-avanza/,Copia archivada (Wayback)::https://web.archive.org/web/20260623150041/https://www.infobae.com/colombia/2026/06/01/de-la-espriella-recibio-apoyo-de-lideres-internacionales-de-derecha-tras-su-triunfo-en-primera-vuelta-la-libertad-avanza/,,berniemorenoforohio,berniemoreno,,,
María Elvira Salazar,lideres,Internacionales,Congresista republicana de EE. UU. (Florida). Respaldó por X: 'millones de colombianos rechazan el rumbo de Gustavo Petro'.,https://www.infobae.com/colombia/2026/06/01/de-la-espriella-recibio-apoyo-de-lideres-internacionales-de-derecha-tras-su-triunfo-en-primera-vuelta-la-libertad-avanza/,Copia archivada (Wayback)::https://web.archive.org/web/20260623150041/https://www.infobae.com/colombia/2026/06/01/de-la-espriella-recibio-apoyo-de-lideres-internacionales-de-derecha-tras-su-triunfo-en-primera-vuelta-la-libertad-avanza/,,repmariasalazar,RepMariaSalazar,RepMariaSalazar,,repmariasalazar
Rick Scott,lideres,Internacionales,Senador republicano de EE. UU. (Florida). Destacó la alianza con el candidato ('Colombia es un aliado estratégico crítico'); incluido por la prensa entre los respaldos internacionales.,https://www.infobae.com/colombia/2026/06/01/de-la-espriella-recibio-apoyo-de-lideres-internacionales-de-derecha-tras-su-triunfo-en-primera-vuelta-la-libertad-avanza/,Copia archivada (Wayback)::https://web.archive.org/web/20260623150041/https://www.infobae.com/colombia/2026/06/01/de-la-espriella-recibio-apoyo-de-lideres-internacionales-de-derecha-tras-su-triunfo-en-primera-vuelta-la-libertad-avanza/,,flsenrickscott,SenRickScott,RickScottSenOffice,,
Unión Sindical Obrera (USO),sindicatos,Hidrocarburos,"Principal sindicato petrolero (Ecopetrol). Emitió un comunicado pidiendo votar por el candidato que priorizara el futuro energético, en línea con las propuestas de De la Espriella.",https://www.semana.com/economia/empresas/articulo/uso-principal-sindicato-de-ecopetrol-pidio-a-los-colombianos-votar-por-el-candidato-que-priorice-el-futuro-energetico-del-pais/202648/,Copia archivada (Wayback)::https://web.archive.org/web/20260622155417/https://www.semana.com/economia/empresas/articulo/uso-principal-sindicato-de-ecopetrol-pidio-a-los-colombianos-votar-por-el-candidato-que-priorice-el-futuro-energetico-del-pais/202648/,,usonacional,usofrenteobrero,usofrenteobrero,,usofrenteobrero
Christopher Smith,lideres,Internacionales,Congresista republicano de EE. UU. (Nueva Jersey). Firmó una carta de respaldo a la candidatura.,https://www.eltiempo.com/mundo/eeuu-y-canada/congresistas-republicanos-de-estados-unidos-emiten-carta-de-apoyo-a-abelardo-de-la-espriella-3565784,,,repchrissmith,RepChrisSmith,RepChrisSmith,,https://www.youtube.com/user/USRepChrisSmith
Carlos Giménez,lideres,Internacionales,Congresista republicano de EE. UU. (Florida). Firmó una carta de respaldo a la candidatura.,https://www.eltiempo.com/mundo/eeuu-y-canada/congresistas-republicanos-de-estados-unidos-emiten-carta-de-apoyo-a-abelardo-de-la-espriella-3565784,,,repcarlosfl,RepCarlos,RepCarlosGimenez,,
Bill Huizenga,lideres,Internacionales,Congresista republicano de EE. UU. (Michigan). Firmó una carta de respaldo a la candidatura.,https://www.eltiempo.com/mundo/eeuu-y-canada/congresistas-republicanos-de-estados-unidos-emiten-carta-de-apoyo-a-abelardo-de-la-espriella-3565784,,,rephuizenga,rephuizenga,rephuizenga,,rephuizenga
Westcol,artistas,Influencers,Streamer. Entrevistó solo a Abelardo de la Espriella y se fotografió con él. Señalado de cercanía con la campaña; él afirma haber sido neutral.,https://www.semana.com/politica/articulo/westcol-sobre-su-entrevista-con-abelardo-de-la-espriella-uno-no-quiso-el-otro-si-cual-es-el-problema-se-viene-segunda-vuelta/202614/,,img/evidencia/westcol.webp,westcol,WestCOL,,westcol,westcol,por confirmar
Faustino Asprilla,artistas,Deportistas,"Exfutbolista (Newcastle, Parma, Selección Colombia). Se sumó a la campaña (la 'Selección del Tigre'): 'me voy con él para sacar a Colombia del fondo de la tabla.'",https://www.elheraldo.co/politica/2026/05/01/el-tino-asprilla-anuncia-su-apoyo-a-abelardo-de-la-espriella-me-voy-con-el-para-sacar-a-colombia-del-fondo-de-la-tabla/,,,eltinoasprilla,TinoasprillaH,tinoasprillaoficial,eltinoasprilla11,Tinoasprillaoficial
Macnelly Torres,artistas,Deportistas,"Exfutbolista (Atlético Nacional, Selección Colombia). Se sumó a la campaña presidencial (la 'Selección del Tigre') con un mensaje conjunto de respaldo: 'hoy la patria se juega la gran final.'",https://www.elheraldo.co/politica/2026/05/01/el-tino-asprilla-anuncia-su-apoyo-a-abelardo-de-la-espriella-me-voy-con-el-para-sacar-a-colombia-del-fondo-de-la-tabla/,,,macnellytorres010,Macne10,,macnellytorres10,
Martín Arzuaga,artistas,Deportistas,Exfutbolista (Junior; analista de ESPN). Se sumó a la campaña presidencial (la 'Selección del Tigre') con un mensaje conjunto de respaldo: 'hoy la patria se juega la gran final.',https://www.elheraldo.co/politica/2026/05/01/el-tino-asprilla-anuncia-su-apoyo-a-abelardo-de-la-espriella-me-voy-con-el-para-sacar-a-colombia-del-fondo-de-la-tabla/,,,martinarzuaga,arzuagatoro24,martinarzuaga24,,
Harold Lozano,artistas,Deportistas,"Exfutbolista (América de Cali, Selección Colombia; mundialista 1994 y 1998). Se sumó a la campaña presidencial (la 'Selección del Tigre') con un mensaje conjunto de respaldo: 'hoy la patria se juega la gran final.'",https://www.elheraldo.co/politica/2026/05/01/el-tino-asprilla-anuncia-su-apoyo-a-abelardo-de-la-espriella-me-voy-con-el-para-sacar-a-colombia-del-fondo-de-la-tabla/,,,haroldlozano08,,,,
Carlos Valderrama,artistas,Deportistas,"Exfutbolista, histórico '10' y capitán de la Selección Colombia. Se sumó a la 'Selección del Tigre' de la campaña ('firmes por la patria') y apareció en un video de campaña respaldando la candidatura.",https://www.lasillavacia.com/en-vivo/nairo-borja-y-el-pibe-abelardo-suma-adhesiones-deportivas-a-su-campana/,,img/evidencia/pibe-pachequito-firmes.jpg,pibevalderramap,PibeValderramaP,pibevalderramatv,pibevalderramap,@pibevalderramap
Víctor Danilo Pacheco,artistas,Deportistas,"Exfutbolista ('Pachequito'). Se sumó a la 'Selección del Tigre' de la campaña ('firmes por la patria'), respaldando la candidatura.",https://www.lasillavacia.com/en-vivo/nairo-borja-y-el-pibe-abelardo-suma-adhesiones-deportivas-a-su-campana/,,img/evidencia/pibe-pachequito-firmes.jpg,victorpacheco07,Pachequito07,,,
Juanita Méndez,artistas,Influencers,Creadora de contenido. En una historia declaró: 'no me pica la lengua para decir que voté por Abelardo.',https://www.instagram.com/juanita.mendezzz/,,img/evidencia/juanita-mendez.png,juanita.mendezzz,,,juanita.mendezz,
Melissa Gate,artistas,Influencers,Creadora de contenido. Reaccionó con aplausos ('👏🦁') a una publicación de campaña.,https://www.instagram.com/melissagateg/,,img/evidencia/melissa-gates.png,melissagateg,meligate_,melissa.puerta.902,meligate_oficial,melissagate
Manuel Turizo,artistas,Cantantes,Cantante de reggaetón. Expresó su respaldo a la candidatura en una entrevista; el propio candidato agradeció públicamente su apoyo.,https://www.infobae.com/colombia/2026/05/19/manuel-turizo-expreso-su-respaldo-a-la-campana-abelardo-de-la-espriella-y-genero-debate-hay-que-tener-bastante-sentido-de-pertenencia/,,,manuelturizo,ManuelTurizoMTZ,ManuelTurizoMusic,manuelturizoz,ManuelTurizo
Orlando Liñán,artistas,Cantantes,Cantante y actor vallenato (interpretó a Diomedes Díaz). Comentó '🐯 con toda compadre' en una publicación de campaña y figuró entre los artistas que celebraron el triunfo en redes.,https://elpilon.com.co/vallenato/artistas-vallenatos-celebraron-en-redes-sociales-la-victoria-de-abelardo-de-la-espriella,,,orlandolinan,OrlandoLinan,orlandolinanoficial,orlandolinan,orlandolinantv
Andrea Valdiri,artistas,Influencers,Bailarina e influencer (Barranquilla). Respaldó públicamente la candidatura (foto con el candidato e historias de su celebración); perdió cerca de 100.000 seguidores por su apoyo.,https://www.infobae.com/colombia/2026/06/22/asi-fue-la-reaccion-de-andrea-valdiri-al-perder-cerca-de-100000-seguidores-por-respaldar-a-abelardo-de-la-espriella/,,,andreavaldirisos,,andreavaldirisos,andreavaldirisos1,andreavaldirisos
La Granja del Borrego,artistas,Influencers,Creador de contenido rural/agrícola colombiano. Su cuenta reaccionó con 'Me Encanta' (❤️) a un comentario ('Por eso firme 🐯') en una de sus publicaciones.,https://www.facebook.com/lagranjadelborrego,,img/evidencia/la-granja-del-borrego.webp,lagranjadelborrego,elborregoficial,lagranjadelborrego,lagranjadelborrego,@LaGranjadelBorrego,
MAÍA,artistas,Cantantes,Cantante barranquillera. En X respaldó con el símbolo del tigre de la campaña: 'He sido firme en mi posición y en mi opinión 🐯🐅' (publicación del 21 de junio de 2026).,https://x.com/maiamusical/status/2068378783485202697,,img/evidencia/maia-x.webp,maiamusical,maiamusical,maiamusical,maiamusicaltiktok,MAIAMUSICAL
Paulina Vega,artistas,Modelo,"Modelo y Miss Universo 2014 (Barranquilla). El día de la elección publicó en sus historias de Instagram: 'Hoy votemos por una mejor Colombia 🐯🐯🐯🇨🇴' (los tigres, símbolo de la campaña).",https://www.instagram.com/paulinavegadiep/,,img/evidencia/paulina-vega-story.png,paulinavegadiep,PaulinaVegaDiep,paulinavegadiep,paulinavegad,paulinavegadiep
Jhonny Romero,empresas,Empresarios,"Empresario y figura de X (verificado). Anunció: 'No contrato gente de izquierda… si hay alguien en mis empresas de izquierda, se va'. E hizo campaña explícita por Abelardo: 'Nadie, en absoluto, puede quedarse mañana sin votar por Abelardo.'",https://x.com/JhonnyRomeroOs/status/2070200019488002137,,img/evidencia/jhonny-romero-no-contrato.png|img/evidencia/jhonny-romero-votar.png|img/evidencia/jhonny-romero-discurso.png,,JhonnyRomeroOs,,jhonnyromeroosorio10,https://www.youtube.com/channel/UCw_Ls2FMeNhFcZIHThblmsg
Americana de Colchones,empresas,Comercio,"Empresa de colchones cuyo dueño, Ramón Guisao, fue denunciado públicamente ante la Fiscalía por presuntamente presionar a sus empleados para que votaran por Abelardo de la Espriella. La denuncia adjunta un video y lo señala como presunto delito electoral.",https://x.com/HarolNieto/status/2068093611598827686,,img/evidencia/americana-colchones.mp4,americanadecol,AmericanadeCol,AmericanaDeColchones,americanadecolchones,,
Carlos Lehder,lideres,Exnarcotraficante,"Exnarcotraficante condenado y cofundador del Cartel de Medellín, uno de los mayores capos de la historia de Colombia. Manifestó su respaldo total a Abelardo de la Espriella.",,,img/evidencia/carlos-lehder.mp4,,,,carloslehderescritor,,
Semana,medios,Conflicto de interés,"Revista del Grupo Gilinski (Gabriel Gilinski). La misma familia controla el Banco GNB Sudameris, que otorgó un crédito de $17.500 millones a la campaña de De la Espriella en segunda vuelta. Según La Silla Vacía e Infobae, con base en la CNE (Cuentas Claras), Gabriel Gilinski y Publicaciones Semana aportaron cerca del 88% ($2.100 millones) de la campaña de recolección de firmas de la precandidata Vicky Dávila —$700 millones a través de Publicaciones Semana—; antes habían negado esa financiación. A horas de la segunda vuelta, Dávila (exdirectora de Semana y precandidata presidencial) entrevistó a solas a De la Espriella, material que Semana resaltó como 'las 10 frases más reveladoras'. Según La Silla Vacía, su línea editorial favoreció al candidato: entre la primera y la segunda vuelta Semana publicó 133 videos de la campaña de De la Espriella (más de seis al día; 79 con tarjetón o instrucciones de voto), republicados de las cuentas del candidato y sin aviso de publicidad, sin un contenido equivalente de Iván Cepeda.",https://www.lasillavacia.com/silla-nacional/semana-y-gilinski-financiaron-con-2-100-millones-la-campana-de-vicky-davila/,Financiación 88% (Infobae)::https://www.infobae.com/colombia/2026/04/15/semana-y-gabriel-gilinski-aportaron-la-mayor-parte-de-los-recursos-para-la-campana-de-recoleccion-de-firmas-de-vicky-davila/|Entrevista de cierre en Semana::https://www.semana.com/politica/articulo/las-10-frases-mas-reveladoras-de-abelardo-de-la-espriella-en-su-entrevista-con-vicky-davila-en-semana/202604/|133 videos de campaña de Abelardo (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/semana-publico-133-videos-de-campana-de-abelardo-entre-primera-y-segunda-vuelta/|Negocios del Grupo Gilinski (El Colombiano)::https://www.elcolombiano.com/negocios/estos-son-los-negocios-de-los-gilinski-LH16110139,,revistasemana,RevistaSemana,RevistaSemana,,,
El Tiempo,medios,Conflicto de interés,"Diario controlado al 100% por Luis Carlos Sarmiento Angulo (Grupo Aval) desde 2012. El Banco de Bogotá (Grupo Aval) prestó $15.000 millones a la campaña de De la Espriella en primera vuelta (Cuentas Claras–CNE): un crédito comercial, no un respaldo del diario. El mismo banco financió ~46% de la campaña de Iván Duque en 2018 (ColombiaCheck). En 2022 la MOE UE lo ubicó entre los medios privados con 'cubrimiento sesgado desfavorable al Pacto Histórico'.",https://www.infobae.com/colombia/2026/06/17/asi-estan-las-cuentas-de-las-campanas-de-abelardo-de-la-espriella-e-ivan-cepeda-de-cara-a-la-segunda-vuelta-presidencial/,Propiedad de El Tiempo (Media Ownership Monitor)::https://colombia.mom-gmr.org/es/proprietarios/companies-database/detail/company/company/show/casa-editorial-el-tiempo-sa/|Crédito de $15.000M a la campaña (Infobae)::https://www.infobae.com/colombia/2026/06/17/asi-estan-las-cuentas-de-las-campanas-de-abelardo-de-la-espriella-e-ivan-cepeda-de-cara-a-la-segunda-vuelta-presidencial/|Cuentas Claras – CNE::https://www.cnecuentasclaras.gov.co/|Banco de Bogotá financió 46% de Duque 2018 (ColombiaCheck)::https://colombiacheck.com/especiales/zoom-al-billete/los-mas-de-cien-empresarios-que-financiaron-la-campana-de-duque|Informe MOE UE 2022 (Unión Europea)::https://www.eeas.europa.eu/sites/default/files/documents/Informe%20Final%20EUEOM%20Colombia%202022.pdf,,eltiempo,ELTIEMPO,eltiempo,,,
RCN Televisión,medios,Organización Ardila Lülle,"Canal privado de televisión de la Organización Ardila Lülle (familia Ardila), el segundo de mayor audiencia del país. La Misión de Observación Electoral de la UE lo señaló en 2022, junto con La FM y El Tiempo, por una cobertura sesgada en contra de la izquierda.",https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,Propiedad (Media Ownership Monitor)::https://colombia.mom-gmr.org/en/media/detail/outlet/rcn-televsion/|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/|Informe MOE UE 2022 (Unión Europea)::https://www.eeas.europa.eu/sites/default/files/documents/Informe%20Final%20EUEOM%20Colombia%202022.pdf,,canalrcn,canalrcn,canalrcn,,,vínculo indirecto
La FM,medios,Organización Ardila Lülle,"Emisora informativa nacional de RCN Radio, de la Organización Ardila Lülle (familia Ardila). La Misión de Observación Electoral de la UE la señaló en 2022, junto con RCN y El Tiempo, por una cobertura sesgada en contra de la izquierda.",https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,Propiedad (Media Ownership Monitor)::https://colombia.mom-gmr.org/es/media/detail/outlet/la-fm/|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/|Informe MOE UE 2022 (Unión Europea)::https://www.eeas.europa.eu/sites/default/files/documents/Informe%20Final%20EUEOM%20Colombia%202022.pdf,,lafmcolombia,lafm,lafm,,,vínculo indirecto
Caracol Televisión,medios,Grupo Santo Domingo (Valorem),"Canal privado de la familia Santo Domingo (Grupo Valorem), el de mayor audiencia del país. Un estudio académico (Universidad Pontificia Bolivariana) sobre la campaña de 2018 concluyó que sus noticieros, pese a presentarse como objetivos, dieron trato preferente a candidatos de centro y de derecha (en especial a Iván Duque) frente a la izquierda (Petro).",https://www.redalyc.org/journal/1514/151468724006/html/,Estudio UPB sobre la cobertura de 2018 (Redalyc)::https://www.redalyc.org/journal/1514/151468724006/html/|Propiedad (Media Ownership Monitor)::https://colombia.mom-gmr.org/es/media/detail/outlet/caracol-tv/|Monitoreo de medios MOE UE 2026::https://www.eeas.europa.eu/sites/default/files/2026/documents/MOE%20UE%20DP%20Segunda%20vuelta%20Colombia%202026%20-23%20JUN.pdf,,canalcaracol,CaracolTV,CaracolTelevision,,,
Blu Radio,medios,Grupo Santo Domingo (Valorem),"Emisora de la familia Santo Domingo (Grupo Valorem), del mismo grupo que Caracol Televisión. Su director, Néstor Morales (Mañanas Blu), ha sido señalado por críticos y por el presidente Gustavo Petro por una línea editorial cercana al uribismo y hostil al gobierno.",https://www.elcolombiano.com/colombia/respuesta-nestor-morales-petro-escandalo-ungrd-corrupcion-blu-radio-DE34561615,Choque Petro–Néstor Morales (El Colombiano)::https://www.elcolombiano.com/colombia/respuesta-nestor-morales-petro-escandalo-ungrd-corrupcion-blu-radio-DE34561615|Propiedad (Media Ownership Monitor)::https://colombia.mom-gmr.org/es/media/detail/outlet/bluradio/|Monitoreo de medios MOE UE 2026::https://www.eeas.europa.eu/sites/default/files/2026/documents/MOE%20UE%20DP%20Segunda%20vuelta%20Colombia%202026%20-23%20JUN.pdf,,bluradioco,BluRadioCo,bluradio,,,
NTN24,medios,Organización Ardila Lülle,"Canal de noticias internacional de la Organización Ardila Lülle (familia Ardila), el mismo grupo dueño de RCN y La FM —señalados por su cobertura sesgada contra la izquierda—.",https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119,Empresas del grupo Ardila Lülle (Portafolio)::https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Win Sports,medios,Organización Ardila Lülle,"Canal de televisión deportiva (fútbol colombiano) de la Organización Ardila Lülle (familia Ardila), el mismo grupo dueño de RCN y La FM, señalados por su cobertura sesgada contra la izquierda.",https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119,Empresas del grupo Ardila Lülle (Portafolio)::https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
La República,medios,Organización Ardila Lülle,"Diario económico de la Organización Ardila Lülle (familia Ardila), el mismo grupo dueño de RCN y La FM, señalados por su cobertura sesgada contra la izquierda.",https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119,Empresas del grupo Ardila Lülle (Portafolio)::https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Postobón,empresas,Organización Ardila Lülle,"La mayor empresa de bebidas no alcohólicas de Colombia, insignia de la Organización Ardila Lülle (familia Ardila). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119,Empresas del grupo Ardila Lülle (Portafolio)::https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Incauca,empresas,Organización Ardila Lülle,"Uno de los mayores ingenios azucareros de Colombia, de la Organización Ardila Lülle (familia Ardila). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119,Empresas del grupo Ardila Lülle (Portafolio)::https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Los Coches,empresas,Organización Ardila Lülle,Cadena de concesionarios de automóviles de la Organización Ardila Lülle (familia Ardila). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.,https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119,Empresas del grupo Ardila Lülle (Portafolio)::https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Cerveza Andina,empresas,Organización Ardila Lülle,"Marca de cerveza de Central Cervecera de Colombia, de la Organización Ardila Lülle (familia Ardila). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119,Empresas del grupo Ardila Lülle (Portafolio)::https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Atlético Nacional,empresas,Organización Ardila Lülle,"Club de fútbol de Medellín, propiedad de la Organización Ardila Lülle (familia Ardila) desde 1996. Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119,Empresas del grupo Ardila Lülle (Portafolio)::https://www.portafolio.co/negocios/empresas/estas-son-las-empresas-del-conglomerado-ardila-luelle-555119|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Colombiana,empresas,Marcas de Postobón,"Gaseosa tipo kola ('la nuestra'), marca propia de Postobón (Organización Ardila Lülle). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia,Marcas de Postobón (Postobón)::https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
